	D01E01C	D01E01D	D01E01I	D01E01J	D01E02C	D01E02D	D01E02I	D01E02J	D01E03C	D01E03D	D01E03I	D01E03J	D01E04C	D01E04D	D01E04I	D01E04J	D01E05C	D01E05D	D01E05I	D01E05J	D01E06C	D01E06D	D01E06I	D01E06J	D01E07C	D01E07D	D01E07I	D01E07J	D01E08C	D01E08D	D01E08I	D01E08J	D01E09C	D01E09D	D01E09I	D01E09J	D01E10C	D01E10D	D01E10I	D01E10J	D04E01C	D04E01D	D04E01I	D04E01J	D04E02C	D04E02D	D04E02I	D04E02J	D04E03C	D04E03D	D04E03I	D04E03J	D04E04C	D04E04D	D04E04I	D04E04J	D04E05C	D04E05D	D04E05I	D04E05J	D04E06C	D04E06D	D04E06I	D04E06J	D04E07C	D04E07D	D04E07I	D04E07J	D04E08C	D04E08D	D04E08I	D04E08J	D04E09C	D04E09D	D04E09I	D04E09J	D04E10C	D04E10D	D04E10I	D04E10J	D07E01C	D07E01D	D07E01I	D07E01J	D07E02C	D07E02D	D07E02I	D07E02J	D07E03C	D07E03D	D07E03I	D07E03J	D07E04C	D07E04D	D07E04I	D07E04J	D07E05C	D07E05D	D07E05I	D07E05J	D07E06C	D07E06D	D07E06I	D07E06J	D07E07C	D07E07D	D07E07I	D07E07J	D07E08C	D07E08D	D07E08I	D07E08J	D07E09C	D07E09D	D07E09I	D07E09J	D07E10C	D07E10D	D07E10I	D07E10J	D14E01C	D14E01D	D14E01I	D14E01J	D14E02C	D14E02D	D14E02I	D14E02J	D14E03C	D14E03D	D14E03I	D14E03J	D14E04C	D14E04D	D14E04I	D14E04J	D14E05C	D14E05D	D14E05I	D14E05J	D14E06C	D14E06D	D14E06I	D14E06J	D14E07C	D14E07D	D14E07I	D14E07J	D14E08C	D14E08D	D14E08I	D14E08J	D14E09C	D14E09D	D14E09I	D14E09J	D14E10C	D14E10D	D14E10I	D14E10J	D21E01C	D21E01D	D21E01I	D21E01J	D21E02C	D21E02D	D21E02I	D21E02J	D21E03C	D21E03D	D21E03I	D21E03J	D21E04C	D21E04D	D21E04I	D21E04J	D21E05C	D21E05D	D21E05I	D21E05J	D21E06C	D21E06D	D21E06I	D21E06J	D21E07C	D21E07D	D21E07I	D21E07J	D21E08C	D21E08D	D21E08I	D21E08J	D21E09C	D21E09D	D21E09I	D21E09J	D21E10C	D21E10D	D21E10I	D21E10J	D28E01C	D28E01D	D28E01I	D28E01J	D28E02C	D28E02D	D28E02I	D28E02J	D28E03C	D28E03D	D28E03I	D28E03J	D28E04C	D28E04D	D28E04I	D28E04J	D28E05C	D28E05D	D28E05I	D28E05J	D28E06C	D28E06D	D28E06I	D28E06J	D28E07C	D28E07D	D28E07I	D28E07J	D28E08C	D28E08D	D28E08I	D28E08J	D28E09C	D28E09D	D28E09I	D28E09J	D28E10C	D28E10D	D28E10I	D28E10J	D35E01C	D35E01D	D35E01I	D35E01J	D35E02C	D35E02D	D35E02I	D35E02J	D35E03C	D35E03D	D35E03I	D35E03J	D35E04C	D35E04D	D35E04I	D35E04J	D35E05C	D35E05D	D35E05I	D35E05J	D35E06C	D35E06D	D35E06I	D35E06J	D35E07C	D35E07D	D35E07I	D35E07J	D35E08C	D35E08D	D35E08I	D35E08J	D35E09C	D35E09D	D35E09I	D35E09J	D35E10C	D35E10D	D35E10I	D35E10J	D42E01C	D42E01D	D42E01I	D42E01J	D42E02C	D42E02D	D42E02I	D42E02J	D42E03C	D42E03D	D42E03I	D42E03J	D42E04C	D42E04D	D42E04I	D42E04J	D42E05C	D42E05D	D42E05I	D42E05J	D42E06C	D42E06D	D42E06I	D42E06J	D42E07C	D42E07D	D42E07I	D42E07J	D42E08C	D42E08D	D42E08I	D42E08J	D42E09C	D42E09D	D42E09I	D42E09J	D42E10C	D42E10D	D42E10I	D42E10J
genus262	10558	3064	6508	16456	11182	0	3295	6450	1569	7	5080	5537	5813	1028	3111	1161	7849	233	4541	1344	9838	1389	446	1949	7366	3572	10892	3341	56812	0	304	1416	459	7	2871	1044	4950	109	2139	230	3989	496	2901	151	3244	0	495	131	2194	0	25	0	1024	0	3208	163	396	99	27	49	2232	0	571	63	2172	0	110	19	1287	0	12	0	2026	2	27	18	1876	13	782	0	966	1370	5188	586	1599	2	252	81	219	0	37	77	71	0	5515	118	519	0	1686	1351	312	0	1084	42	685	0	354	0	678	0	66	0	502	0	303	134	243	0	232	144	696	0	20886	2118	1058	0	31611	2143	220	244	17225	1317	1959	0	3945	441	1009	428	3706	0	4996	0	877	0	10806	0	24928	54	2034	0	10	0	18381	59	21	189	25	0	38	74	5027	0	10147	6204	716	0	11446	473	0	0	6204	51	92	0	1442	61	3775	59	1502	561	3634	0	539	0	2099	0	668	31	3535	0	549	19	1865	89	1652	142	995	0	7	71	0	0	378	19	15	0	14	0	693	0	2218	65	166	1079	801	195	645	0	1907	218	1125	0	238	0	7	0	8	147	305	0	364	0	31	6	18	0	242	0	299	0	6	2	10	37	74	0	1303	6	0	0	0	80	14	0	11	127	317	0	575	83	64	452	31	11	47	0	81	0	95	713	10	0	41	0	382	0	68	0	11	0	7	0	1457	91	0	0	0	0	0	0	0	0	14	0	6	24	87	0	98	0	110	0	0	43	10	0	67	56	0	0	246	169	548	18	249	0	11	0	912	82
genus263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus264	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	83	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	82	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus265	59	0	0	89	0	0	0	54	0	0	0	0	0	4	0	0	0	148	0	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	0	0	14	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus267	326	1956	978	393	0	0	0	7596	0	0	186	574	69	0	335	398	0	0	155	616	0	0	55	261	0	0	244	83	410	0	0	644	0	0	189	168	2990	0	75	173	6222	8304	2911	775	6834	11386	967	2510	10494	1752	5638	1312	13259	5524	813	832	7068	13154	4526	1130	8828	5876	1037	1112	9348	2831	16	827	11484	1794	37	1172	6933	1207	2180	1106	8728	5279	7822	1067	9135	8860	3457	430	6409	914	915	844	7741	5345	1870	1918	7580	6726	630	460	9888	10598	1203	2125	6179	3386	652	1174	11683	251	20	288	7744	53	64	151	8946	93	166	53	12092	3899	2156	190	293	465	321	284	2562	3775	1043	895	4112	2668	454	404	1168	8294	1519	1172	1658	2133	2701	727	496	4219	2278	541	1379	2545	380	1154	1188	2638	2840	1052	1222	8581	6592	713	839	1561	4607	1080	1401	7776	89	764	8490	2615	1175	743	7908	3429	1306	934	700	6234	9310	1186	1465	1086	3409	1069	2201	5726	5124	949	946	5650	1798	754	1076	787	1473	492	3049	2056	1264	1111	4938	1873	6165	1330	5250	1971	1306	895	8246	1402	16057	695	9698	1601	1206	610	4841	71	391	131	2918	8276	2386	784	3778	3122	2885	588	941	5001	5810	2574	11403	56	642	843	3198	23	4816	745	9853	169	35	536	11730	126	2777	723	13441	5049	1578	760	9437	1913	1244	980	9495	16775	11227	312	11517	5994	601	1837	10364	5911	403	2481	9989	4037	5704	1186	5138	2289	11406	1378	8334	1103	2344	969	17451	1183	3135	1214	7609	6729	3978	725	3789	4164	5289	600	1740	1719	2004	732	1412	1401	1153	538	251	5361	3328	1279	3053	11162	178	449	54	725	2124	358	6963	4	6649	815	2851	957	11677	640	1708	4786	1627	800
genus268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	62	0	0	0	47	11	0	0	60	789	0	0	136	4	0	0	48	324	0	0	115	0	0	0	60	0	0	0	112	358	0	0	0	0	0	0	0	0	0	0	54	0	0	0	98	3	0	0	0	0	0	5	0	0	0	0	60	0	0	0	0	0	0	0	110	0	0	0	51	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	3	38	0	538	0	0	0	0	0	152	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	87	0	0	0	0	0	20	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	293	0	0	0	0	0	88	0	85	0	187	0	0	0	0	0	157	0	0	0	152	0	0	0	0	607	0	0	0	0	39	0	44	0	0	0	201	0	0	0	84	0	0	0	0	0	7	0	0	288	1999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus271	0	0	0	0	0	0	0	5	0	0	0	267	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	1470	0	274	297	7	0	296	579	9	0	613	507	30	4	255	417	637	1060	293	444	0	228	577	907	0	0	207	6751	14	6	670	406	8	778	525	478	14	1070	362	397	800	8	76	344	0	5	84	653	393	0	414	488	5	0	205	73	531	8	690	422	0	0	628	637	0	109	150	327	3	0	62	710	0	68	20	718	8	2	0	0	0	76	0	0	680	0	173	0	2763	0	127	135	13	107	319	588	1878	794	446	0	10	230	313	477	6	0	557	0	0	0	576	416	616	12	126	343	16	2456	439	0	1627	0	145	862	6	533	467	0	386	0	573	455	0	690	431	380	832	6	344	0	0	238	485	0	377	300	398	0	0	203	106	0	535	806	109	393	0	476	553	6	0	0	401	868	0	0	172	1345	0	7	219	392	0	0	47	0	0	0	0	263	811	8	254	341	0	960	364	303	0	0	293	160	3	2431	384	4027	0	335	197	791	0	538	454	657	375	0	267	536	0	0	450	432	629	0	233	649	0	0	465	284	1218	72	147	600	454	1424	516	404	0	1012	584	494	4	469	503	480	0	977	244	749	10	197	82	8	873	1202	179	456	0	433	562	6	0	5	294	5	752	1195	455	283	0	0	503	4	229	0	196	429	0	7	448	0	542	430	13	541	0	0	217
genus272	16641	12204	32359	98112	66685	1337	40130	92310	67416	8707	87386	134662	154370	96263	140549	184807	82820	1296	170247	59657	20223	2556	6476	50087	42836	16388	66223	33532	136400	8350	8660	27491	165534	5658	70913	75219	49933	3309	83056	12479	71576	12684	31904	5971	41747	36539	4025	4471	59116	8138	24938	7556	43482	14983	25113	5660	34687	50006	11727	6740	52231	10344	13495	7819	57380	4646	11444	4008	31585	5828	11031	6315	47227	8827	14780	6108	54296	4994	29808	4587	63078	14876	88617	16986	40483	5257	20512	5821	34695	17347	10154	6296	38768	9269	61288	5533	37778	32048	22984	34743	26708	6380	28854	8297	44550	2380	3083	2680	40103	4757	752	720	36656	2939	8422	3754	41512	11536	13529	7530	15335	4266	76492	16695	14244	12331	133781	24999	15445	12854	109605	20016	26038	12285	45789	15879	7302	27627	42661	4641	38607	10915	39188	3280	41781	8322	124236	7704	23392	6320	12820	6869	35787	22314	40582	26476	5243	12113	17849	7120	16505	8850	74221	52739	24091	5957	75831	10503	12812	15332	74083	5637	5383	16726	35131	7393	25527	12973	24778	9854	64531	7996	19738	8532	17060	12986	9799	6796	29538	2939	7875	6011	26481	8212	61643	7544	9303	8414	24518	7444	19976	4726	144113	11735	19095	3438	26956	7095	30463	2799	68189	8843	7396	126	64896	17725	16064	12098	48873	13534	13196	23597	118498	6590	5013	19844	15704	5239	24669	21804	35857	5030	6472	1320	24278	6231	19188	8127	29320	6693	48893	15316	47937	14880	47764	16803	23539	6117	38954	56	54208	9317	44876	9569	65663	6120	43228	8569	76068	31389	45823	17331	13701	5136	40277	14451	21443	8205	20809	2921	16319	8915	31839	5565	18737	6699	51863	4496	13600	6686	25959	20549	41592	8995	9564	6910	23010	2933	11663	4533	17901	4969	6088	3014	18822	7218	530	14364	18235	7068	5842	16425	14112	5464	148	5541	30158	4779	21014	6271	19457	4648	12906	4850	29141	2470	16263	4259	36490	13091
genus273	0	0	0	0	575	0	0	0	0	0	0	92	0	0	0	0	0	0	94	10206	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2415	0	41	1908	497	0	788	993	813	714	369	2051	14	5	1495	1399	1300	12	798	1547	2003	12	502	1241	30	272	1440	1963	1741	0	446	1236	19	14	1169	1697	914	2188	1371	1225	10	1406	874	2193	10	786	385	1163	4	0	350	1381	1204	0	727	1842	1998	8	305	1735	1710	9	1995	888	5	3	1336	1633	8	75	472	1833	617	0	67	1313	24	197	49	1698	1565	504	100	0	6	416	67	4	7	547	670	870	0	596	123	0	0	4	1375	68	691	1643	1031	3	352	567	588	567	377	184	1366	1605	100	1215	1370	769	1295	28	699	854	20	6408	883	0	793	82	1630	1023	0	367	1044	0	44	1234	689	1323	1304	3601	1168	0	0	1900	590	1152	0	2749	1334	175	279	640	529	4	0	536	263	277	719	1733	968	170	3	638	697	1563	0	1142	1146	1116	0	2	804	5989	0	254	922	223	0	0	558	19	0	0	578	2203	0	351	869	14	0	2203	452	1918	4287	0	709	197	0	3462	824	281	3	273	353	2463	706	916	1266	2168	1451	1708	824	1913	1149	0	852	2384	1262	0	694	2725	1168	0	1090	1859	1877	48	509	1571	0	1999	1437	831	16	0	1192	1724	3	1834	873	1866	2	1423	821	477	346	404	237	814	661	3	500	628	0	26	905	787	35	3888	555	30	490	1972	1133	394	6	325	916	0	595	708	505	528	0	10	715	654	1074	1594	31	1993	1235	763	229
genus274	0	0	0	0	0	0	4	0	0	0	189	113	0	0	0	0	0	0	0	341	0	0	0	0	0	0	38	117	0	0	0	0	0	0	730	0	0	0	0	0	1697	1195	23	455	1116	3079	7310	573	1909	63	1575	527	3657	2054	1186	189	1315	1494	379	552	2106	1347	0	405	2010	27	7	303	2988	0	1020	227	1762	0	429	254	1720	37	1667	571	1665	964	508	189	1438	604	1186	2373	1769	2338	2083	458	1480	929	0	174	1734	1215	1289	913	1507	684	6	388	2697	26	297	287	1036	0	32	0	3918	238	24	19	1791	349	508	86	10	19	37	45	1440	495	6	461	665	2748	447	145	636	3753	455	202	1515	10	1578	340	0	875	741	226	193	15	336	401	0	31	659	436	44	1274	9	131	325	0	893	246	518	0	0	290	1531	10	759	328	894	1394	0	341	384	598	3215	370	0	403	779	462	1746	69	1894	491	206	520	1007	66	0	0	769	98	1090	79	1232	663	510	0	1062	448	665	688	391	227	595	2565	2021	292	2758	502	822	159	715	993	12	569	2334	0	789	319	821	647	657	236	1016	0	2024	514	2173	0	893	322	466	0	0	316	1720	1074	394	140	2092	2204	455	194	1839	228	1893	259	2269	0	1174	548	1466	1653	6394	296	1599	0	0	690	2968	819	171	816	1744	438	1031	524	1277	896	1025	422	1686	0	1489	566	2256	2	1322	105	2101	1894	67	407	989	0	1869	281	495	0	107	484	3559	277	808	321	15102	1248	824	603	5122	1805	756	522	17627	209	864	239	1019	4688	0	448	5074	398	540	147	530	3207	1918	259
genus275	97	1160	0	0	0	0	0	0	0	0	0	0	100	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1046	0	0	37	236	0	0	133	0	290	154	346	11	0	0	342	819	0	0	251	263	0	0	352	0	0	7	377	0	0	0	582	0	1733	0	278	0	0	0	407	0	382	0	378	0	295	0	198	8	0	79	232	399	0	97	348	0	0	24	195	471	0	150	153	0	0	29	224	94	0	0	179	0	0	0	288	0	0	0	247	0	0	49	0	0	0	0	0	84	0	29	0	0	0	0	0	0	205	0	0	406	0	0	0	0	0	0	0	0	0	0	0	434	0	0	0	1410	0	60	0	0	0	0	0	4	0	0	529	0	0	0	799	49	0	0	0	0	0	0	2	0	0	0	463	0	99	0	0	242	361	0	323	199	238	0	0	15	0	0	0	0	188	57	0	0	0	0	4	0	0	0	852	0	0	0	159	11	0	0	6	2101	0	0	296	0	239	16	7	162	0	209	651	2809	318	13	112	0	0	22	293	0	0	0	439	873	0	0	605	372	0	0	306	1170	0	0	139	1390	0	0	191	0	0	0	210	318	0	0	317	0	417	0	171	8	0	0	156	0	124	0	290	0	165	102	0	664	115	0	0	0	0	0	459	0	157	0	0	0	0	23	0	477	44	0	0	0	243	0	0	0	0	0	0	0	738	0	0	0	348	0	0	0	0	0
genus277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
